,dateSold,propertyType,lotAreaValue,address,imgSrc,price,bedrooms,longitude,latitude,listingStatus,zpid,contingentListingType,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,listingSubType.is_FSBA,listingSubType.is_openHouse,newConstructionType,unit,listingSubType.is_newHome,listingSubType.is_FSBO,listingSubType.is_accepting_backup_offers
5920,1970-01-01,SINGLE_FAMILY,0.07,"2020 Wrightsville Avenue, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/97e9391437f581ae1c469eaf52bc94a0-p_e.jpg,315000,2.0,-77.922134,34.23206,RECENTLY_SOLD,54310165,,-1,2.0,1100.0,USA,USD,sqft,True,,,,,,,
5941,1970-01-01,SINGLE_FAMILY,0.12,"410 Mcrae Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/23a07add8ff893cf37b7e66afa65b827-p_e.jpg,305000,3.0,-77.93952,34.241146,RECENTLY_SOLD,54300533,,-1,2.0,1197.0,USA,USD,sqft,True,,,,,,,
5944,1970-01-01,SINGLE_FAMILY,0.09,"1827 Wrightsville Avenue, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/4be8c21298a21d28f3322d47afa0cfba-p_e.jpg,305000,4.0,-77.92454,34.235172,RECENTLY_SOLD,54302538,,-1,2.0,2005.0,USA,USD,sqft,True,,,,,,,
5963,1970-01-01,SINGLE_FAMILY,0.24,"2108 Princess Place Drive, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/2855816587e95acfb99c24a87965f2a4-p_e.jpg,311000,3.0,-77.92241,34.24264,RECENTLY_SOLD,54301112,,-1,2.0,1571.0,USA,USD,sqft,True,,,,,,,
5964,1970-01-01,SINGLE_FAMILY,0.15,"130 S 16th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/388d0027ec4f773884aa90c4226fbce3-p_e.jpg,305000,3.0,-77.92907,34.2349,RECENTLY_SOLD,54302176,,-1,2.0,1519.0,USA,USD,sqft,True,,,,,,,
5975,1970-01-01,SINGLE_FAMILY,0.14,"2413 Chestnut Street, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/7384192d9fc191f98062a2e3db984a7a-p_e.jpg,302000,3.0,-77.916016,34.24105,RECENTLY_SOLD,54301308,,-1,2.0,1378.0,USA,USD,sqft,True,,,,,,,
5984,1970-01-01,SINGLE_FAMILY,0.1,"1809 Carolina Avenue, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/e550a5d5d1f586562def3634e1974791-p_e.jpg,316000,2.0,-77.925285,34.234123,RECENTLY_SOLD,54309815,,-1,2.0,1236.0,USA,USD,sqft,True,,,,,,,
5992,1970-01-01,SINGLE_FAMILY,0.39,"2317 Princess Place Drive, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/66f53f09da67882147e7cf4b57c58207-p_e.jpg,320000,3.0,-77.91835,34.243893,RECENTLY_SOLD,54300994,,-1,2.0,1858.0,USA,USD,sqft,True,,,,,,,
6009,1970-01-01,SINGLE_FAMILY,0.07,"513 Walnut Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/00e6867cee5339cc52b7c6bb1e6757ba-p_e.jpg,305000,3.0,-77.942955,34.240585,RECENTLY_SOLD,54300491,,-1,2.0,1840.0,USA,USD,sqft,True,,,,,,,
6066,1970-01-01,SINGLE_FAMILY,3049.0,"617 S 7th St LOT A, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/0044e17c7f445cec330fca4226c31b07-p_e.jpg,315000,3.0,-77.93941,34.227676,RECENTLY_SOLD,54310606,,-1,3.0,1450.0,USA,USD,sqft,True,,,,Lot A,,,
6076,1970-01-01,SINGLE_FAMILY,0.12,"1907 Nun Street, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/5e93f193a5974fba4e340ef4aa3a1e05-p_e.jpg,305000,3.0,-77.92417,34.232536,RECENTLY_SOLD,54309970,,-1,2.0,1223.0,USA,USD,sqft,True,,,,,,,
6090,1970-01-01,SINGLE_FAMILY,0.05,"511 Peabody Alley, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/4c651e2efc93a7c879e345c4b5415727-p_e.jpg,302275,3.0,-77.94304,34.24096,RECENTLY_SOLD,54300480,,-1,3.0,1340.0,USA,USD,sqft,True,,,,,,,
6104,1970-01-01,SINGLE_FAMILY,0.12,"2018 Wrightsville Avenue, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/2ca25d11c88627af7aa104ece7f80609-p_e.jpg,305000,3.0,-77.92227,34.232105,RECENTLY_SOLD,54310166,,-1,2.0,1453.0,USA,USD,sqft,True,,,,,,,
6114,1970-01-01,SINGLE_FAMILY,8346.0,"310 N 6th St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23985290527344,-77.94210052490234&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=r0_S-ANbzK64ys9_VpONCN5gnhc=",307500,3.0,-77.9421,34.239853,RECENTLY_SOLD,54301477,,-1,3.0,1554.0,USA,USD,sqft,,,,,,,,
6122,1970-01-01,SINGLE_FAMILY,0.1,"1807 Queen St, ",https://photos.zillowstatic.com/fp/104d2e11705ca2ccb5534446668b24b6-p_e.jpg,2950,3.0,-77.92536,34.228558,RECENTLY_SOLD,331476241,,-1,2.0,1098.0,USA,USD,sqft,True,,,,,,,
6123,1970-01-01,SINGLE_FAMILY,0.09,"2122 Barnett Avenue, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/4211c58d8e84f3f0675b968b44dc4c6f-p_e.jpg,305000,3.0,-77.91991,34.232735,RECENTLY_SOLD,54310120,,-1,2.0,1072.0,USA,USD,sqft,True,,,,,,,
6136,1970-01-01,SINGLE_FAMILY,0.07,"1414 Dock Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/1b38db5945e517b593be3003da856b74-p_e.jpg,305000,3.0,-77.93062,34.235447,RECENTLY_SOLD,54302160,,-1,2.0,1600.0,USA,USD,sqft,True,,,,,,,
6140,1970-01-01,SINGLE_FAMILY,0.22,"2109 Plaza Drive, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/237de4bc0f87d01c0a079cd1fc1097cb-p_e.jpg,303500,3.0,-77.9231,34.24474,RECENTLY_SOLD,54300956,,-1,2.0,1700.0,USA,USD,sqft,True,,,,,,,
6145,1970-01-01,SINGLE_FAMILY,0.1,"411 S S 7th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/39ca3f50a5c25ccaa91e755c3b8ac5e2-p_e.jpg,304000,3.0,-77.93968,34.2305,RECENTLY_SOLD,54309085,,-1,2.0,1316.0,USA,USD,sqft,True,,,,,,,
6166,1970-01-01,SINGLE_FAMILY,3484.0,"305 McRae St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23993682861328,-77.94026947021484&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=QhomblX4K6SUB-Q9AoV0CHdTgE0=",315000,3.0,-77.94027,34.239937,RECENTLY_SOLD,54301497,,-1,3.0,1598.0,USA,USD,sqft,,,,,,,,
6189,1970-01-01,SINGLE_FAMILY,0.22,"2207 Klein Road, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/dff6c5cfb984d5b7104f9e9a67ddcb93-p_e.jpg,308250,3.0,-77.922356,34.24671,RECENTLY_SOLD,54299854,,-1,2.0,1488.0,USA,USD,sqft,True,,,,,,,
6193,1970-01-01,SINGLE_FAMILY,0.29,"215 Keaton Avenue, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/30f592eb3740dc9429ae659ad46151d7-p_e.jpg,303000,4.0,-77.9158,34.235195,RECENTLY_SOLD,54302794,,-1,3.0,1913.0,USA,USD,sqft,True,,,,,,,
6197,1970-01-01,SINGLE_FAMILY,0.16,"1321 Chestnut Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/f365d0007341900d70c8d0d76aaf1382-p_e.jpg,320000,3.0,-77.93201,34.239254,RECENTLY_SOLD,54301897,,-1,2.0,1925.0,USA,USD,sqft,True,,,,,,,
6218,1970-01-01,SINGLE_FAMILY,0.11,"317 S 17th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/3fdcad59734e9ea9fae54caaba1cef8b-p_e.jpg,309000,3.0,-77.92674,34.232204,RECENTLY_SOLD,54310007,,-1,2.0,1426.0,USA,USD,sqft,True,,,,,,,
6223,1970-01-01,SINGLE_FAMILY,0.13,"410 S 18th Street, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/9be7c2333204f7787177e2e92a5c3ec4-p_e.jpg,310100,3.0,-77.925934,34.231583,RECENTLY_SOLD,54310052,,-1,2.0,1502.0,USA,USD,sqft,True,,,,,,,
6249,1970-01-01,SINGLE_FAMILY,0.11,"412 S 19th Street, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/3e83a7d12626bb6c83a38a9d812ec0f9-p_e.jpg,311500,3.0,-77.92493,34.231506,RECENTLY_SOLD,54310067,,-1,2.0,1393.0,USA,USD,sqft,True,,,,,,,
6266,1970-01-01,SINGLE_FAMILY,0.06,"111 Magnolia Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/44cd36c3b41db75b31b5ce897b7b77b8-p_e.jpg,315000,3.0,-77.937035,34.234547,RECENTLY_SOLD,54302063,,-1,3.0,1650.0,USA,USD,sqft,True,,,,,,,
6282,1970-01-01,SINGLE_FAMILY,0.17,"110 Borden Ave, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/c0bd3abc2a154db74fecd5bf5798aac6-p_e.jpg,320000,3.0,-77.91919,34.235867,RECENTLY_SOLD,54302372,,-1,3.0,1388.0,USA,USD,sqft,True,,,,,,,
6288,1970-01-01,SINGLE_FAMILY,3049.0,"621 Dock St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23504638671875,-77.94082641601562&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=edtHtoftGHvHZIMCMoEb6RRkYx8=",310000,3.0,-77.94083,34.235046,RECENTLY_SOLD,54301761,,-1,3.0,2972.0,USA,USD,sqft,,,,,,,,
6313,1970-01-01,SINGLE_FAMILY,3920.0,"1915 Wolcott Ave, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/fcc2ddc951da430a7f5a2161a763213b-p_e.jpg,300500,2.0,-77.923584,34.23605,RECENTLY_SOLD,54302477,,-1,2.0,1336.0,USA,USD,sqft,True,,,,,,,
6323,1970-01-01,SINGLE_FAMILY,4356.0,"1815 Perry Ave, Wilmington, NC 28403","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.236724853515625,-77.92498779296875&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=9DKlnwE0ciVRrnUZQ2P_DOQsfHc=",320000,3.0,-77.92499,34.236725,RECENTLY_SOLD,54302439,,-1,2.0,1376.0,USA,USD,sqft,,,,,,,,
6332,1970-01-01,SINGLE_FAMILY,3920.0,"2020 Pender Ave, Wilmington, NC 28403","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.234954833984375,-77.92169952392578&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=sM4aQcxcqCTOPBzkumuMCagejiA=",305000,3.0,-77.9217,34.234955,RECENTLY_SOLD,54302615,,-1,2.0,1320.0,USA,USD,sqft,,,,,,,,
6338,1970-01-01,SINGLE_FAMILY,4356.0,"112 S 7th St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23410415649414,-77.9407730102539&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=3-Fsa01u9i7Cmxh39fIHZPUsxn4=",320000,3.0,-77.94077,34.234104,RECENTLY_SOLD,54308739,,-1,3.0,2260.0,USA,USD,sqft,,,,,,,,
6343,1970-01-01,SINGLE_FAMILY,5227.0,"1917 Wrightsville Ave, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/151d2531ccfdba9eb669f01ae4b06bfc-p_e.jpg,320000,4.0,-77.9236,34.23434,RECENTLY_SOLD,54309826,,-1,2.0,1550.0,USA,USD,sqft,True,,,,,,,
6355,1970-01-01,SINGLE_FAMILY,10454.0,"505 N 21st St, Wilmington, NC 28405","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.24607849121094,-77.9258804321289&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Esl6x8aKA6fkLZKqfiCtU3htDv8=",315500,4.0,-77.92588,34.24608,RECENTLY_SOLD,54299967,,-1,3.0,1912.0,USA,USD,sqft,,,,,,,,
6358,1970-01-01,SINGLE_FAMILY,4568.0,"1723 Wrightsville Ave, Wilmington, NC 28403","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.236087799072266,-77.92716217041016&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=9zykIFRGQQ3eLUG-hblYDF6wWDo=",319000,3.0,-77.92716,34.236088,RECENTLY_SOLD,331476240,,-1,2.0,1481.0,USA,USD,sqft,,,,,,,,
6361,1970-01-01,SINGLE_FAMILY,5775.0,"313 Church St, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/b0a4758dbe04520ca772c2d888d14b8a-p_e.jpg,310000,3.0,-77.94458,34.22965,RECENTLY_SOLD,54309176,,-1,2.0,2000.0,USA,USD,sqft,True,,,,,,,
6417,1970-01-01,SINGLE_FAMILY,6534.0,"115 S 15th St #A, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23483657836914,-77.92972564697266&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=g0CIH7mV5yOwWRYGxPz4Kz0rGvU=",320000,3.0,-77.929726,34.234837,RECENTLY_SOLD,54302166,,-1,1.0,1356.0,USA,USD,sqft,,,,,# A,,,
6418,1970-01-01,SINGLE_FAMILY,2178.0,"115 S 15th St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23483657836914,-77.92972564697266&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=g0CIH7mV5yOwWRYGxPz4Kz0rGvU=",320000,2.0,-77.929726,34.234837,RECENTLY_SOLD,54302167,,-1,1.0,1522.0,USA,USD,sqft,,,,,,,,
6443,1970-01-01,SINGLE_FAMILY,9583.0,"2318 Belvedere Dr, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/a95e877b5caaff6188169ec1e49223a4-p_e.jpg,301500,3.0,-77.91831,34.244415,RECENTLY_SOLD,54300998,,-1,2.0,1536.0,USA,USD,sqft,True,,,,,,,
6461,1970-01-01,SINGLE_FAMILY,0.55,"631 Colonial Dr, Wilmington, NC 28403","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.22920227050781,-77.91236114501953&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=GmPQgQzlZlHz9u_Q1a1VQNYSuk4=",302000,4.0,-77.91236,34.229202,RECENTLY_SOLD,54310431,,-1,2.0,2381.0,USA,USD,acres,,,,,,,,
6472,1970-01-01,SINGLE_FAMILY,3702.0,"1907 Wolcott Ave, Wilmington, NC 28403","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23601150512695,-77.92401885986328&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=s7ANzMeWUWxH6emMTZ5LyDCwHaY=",309000,3.0,-77.92402,34.23601,RECENTLY_SOLD,54302474,,-1,3.0,1447.0,USA,USD,sqft,,,,,,,,
6478,1970-01-01,SINGLE_FAMILY,3920.0,"212 Nun St, Wilmington, NC 28401","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.23020553588867,-77.94609069824219&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=LTGdT0BrZu6IXehzRYbWN857Gtc=",315000,3.0,-77.94609,34.230206,RECENTLY_SOLD,54309217,,-1,3.0,2284.0,USA,USD,sqft,,,,,,,,
6491,1970-01-01,SINGLE_FAMILY,2613.6,"410 S 8th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/88b7d742be1054c7e702a110e0bc9f3e-p_e.jpg,305000,2.0,-77.93895,34.230556,RECENTLY_SOLD,54309079,,-1,1.0,1042.0,USA,USD,sqft,True,,,,,,,
6521,1970-01-01,SINGLE_FAMILY,2613.6,"1011 Rankin Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/14cab62fb71cf9eff00162ae82b6e26e-p_e.jpg,315000,2.0,-77.93661,34.241722,RECENTLY_SOLD,54300776,,-1,2.0,1039.0,USA,USD,sqft,True,,,,,,,
6531,1970-01-01,SINGLE_FAMILY,2613.6,"410 S 8th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/88b7d742be1054c7e702a110e0bc9f3e-p_e.jpg,305000,2.0,-77.93895,34.230556,RECENTLY_SOLD,54309079,,-1,1.0,1042.0,USA,USD,sqft,True,,,,,,,
6561,1970-01-01,SINGLE_FAMILY,2613.6,"1011 Rankin Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/14cab62fb71cf9eff00162ae82b6e26e-p_e.jpg,315000,2.0,-77.93661,34.241722,RECENTLY_SOLD,54300776,,-1,2.0,1039.0,USA,USD,sqft,True,,,,,,,
6570,1970-01-01,SINGLE_FAMILY,1742.4,"1006 Orange Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/82041cd61063e5bf5aeac2f8c16922bf-p_e.jpg,335000,3.0,-77.93592,34.233727,RECENTLY_SOLD,54309531,,-1,3.0,1450.0,USA,USD,sqft,True,,,,,,,
6580,1970-01-01,SINGLE_FAMILY,2613.6,"620 S 3rd Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/ce5a5a1ed1156bb3af7d6b0e47fe4bbe-p_e.jpg,329900,2.0,-77.94533,34.226936,RECENTLY_SOLD,54310723,,-1,1.0,1174.0,USA,USD,sqft,True,,,,,,,
6587,1970-01-01,SINGLE_FAMILY,6098.4,"1109 Grace Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/c39c5d4f6b9271c0b1864a43a7f77afe-p_e.jpg,334900,3.0,-77.93535,34.24005,RECENTLY_SOLD,54300892,,-1,2.0,1212.0,USA,USD,sqft,True,,,,,,,
6617,1970-01-01,SINGLE_FAMILY,10018.8,"2122 Plaza Drive, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/4e689fdeaa0f1c64a805bbc9c6519388-p_e.jpg,330000,2.0,-77.92248,34.243813,RECENTLY_SOLD,54300949,,-1,2.0,1026.0,USA,USD,sqft,True,,,,,,,
6629,1970-01-01,SINGLE_FAMILY,6969.6,"216 S 12th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/65ac48ea2dd374002282adb9e266615d-p_e.jpg,337500,3.0,-77.93411,34.23321,RECENTLY_SOLD,54309474,,-1,2.0,1413.0,USA,USD,sqft,True,,,,,,,
6631,1970-01-01,SINGLE_FAMILY,9583.2,"2211 Brandon Road, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/3bbbad14f28b3c47374c3102df03d5f9-p_e.jpg,355000,3.0,-77.92224,34.245636,PENDING,54299931,,-1,1.0,1217.0,USA,USD,sqft,True,True,,,,,,
6637,1970-01-01,SINGLE_FAMILY,5227.2,"405 N 10th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/00d5b11f67210d9b65546833740523b3-p_e.jpg,330000,3.0,-77.93769,34.24084,RECENTLY_SOLD,54300801,,-1,2.0,1609.0,USA,USD,sqft,True,,,,,,,
6639,1970-01-01,SINGLE_FAMILY,4791.6,"315 N 7th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/30637289fe980fe4bc5fab9a542e3ebf-p_e.jpg,335000,3.0,-77.94153,34.240204,RECENTLY_SOLD,54300606,,-1,2.0,1525.0,USA,USD,sqft,True,,,,,,,
6645,1970-01-01,SINGLE_FAMILY,1742.4,"611 Mcrae Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/e6f758ea2cd67d7d176e09d522c6f1eb-p_e.jpg,330000,3.0,-77.93986,34.243423,RECENTLY_SOLD,54300286,,-1,3.0,1312.0,USA,USD,sqft,True,,,,,,,
6679,1970-01-01,SINGLE_FAMILY,4356.0,"1312 Queen Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/13c7f12a84e00a83b8880d861bdbc2e1-p_e.jpg,325000,3.0,-77.931046,34.22764,RECENTLY_SOLD,54311247,,-1,3.0,1438.0,USA,USD,sqft,True,,,,,,,
6690,1970-01-01,SINGLE_FAMILY,0.09,"1945 Hudson Drive, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/a05d26063ec377aad4b3c307e8db9ded-p_e.jpg,334900,3.0,-77.92217,34.231907,RECENTLY_SOLD,54310164,,-1,2.0,1315.0,USA,USD,sqft,True,,,,,,,
6704,1970-01-01,SINGLE_FAMILY,0.27,"521 N 10th Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/cf7fa18b676679655ec7f073ec2fc4a8-p_e.jpg,338000,3.0,-77.937454,34.242435,RECENTLY_SOLD,54300798,,-1,3.0,2125.0,USA,USD,sqft,True,,,,,,,
6725,1970-01-01,SINGLE_FAMILY,0.1,"415 S 18th Street, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/480f63aa6eef6496c7072d6158b89088-p_e.jpg,332000,3.0,-77.92529,34.231274,RECENTLY_SOLD,54310062,,-1,2.0,1222.0,USA,USD,sqft,True,,,,,,,
6728,1970-01-01,SINGLE_FAMILY,0.22,"2320 Belvedere Drive, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/bb7951140e568c5daf77d24a10669c19-p_e.jpg,325000,3.0,-77.91809,34.244423,RECENTLY_SOLD,54300997,,-1,2.0,1456.0,USA,USD,sqft,True,,,,,,,
6745,1970-01-01,SINGLE_FAMILY,0.05,"604 Campbell Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/1f7ba7865891ea5b4f7e327e22442bf7-p_e.jpg,330000,4.0,-77.94248,34.24245,RECENTLY_SOLD,251050153,,-1,3.0,1676.0,USA,USD,sqft,True,,,,,,,
6755,1970-01-01,SINGLE_FAMILY,0.08,"632 Brunswick Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/87e43b33a359cedfd8aa13be565fe7e7-p_e.jpg,325000,3.0,-77.94197,34.244637,RECENTLY_SOLD,103763200,,-1,3.0,1428.0,USA,USD,sqft,True,,,,,,,
6756,1970-01-01,SINGLE_FAMILY,0.1,"1512 Orange Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/74abb5b5f1dfa52669e3457d662a9397-p_e.jpg,332000,3.0,-77.929054,34.23419,RECENTLY_SOLD,54309403,,-1,2.0,1474.0,USA,USD,sqft,True,,,,,,,
6758,1970-01-01,SINGLE_FAMILY,0.07,"615 Queen Street, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/189315eecc5a381661659d8e2b747afc-p_e.jpg,335000,4.0,-77.94004,34.2273,RECENTLY_SOLD,54310641,,-1,3.0,1794.0,USA,USD,sqft,True,,,,,,,
6781,1970-01-01,SINGLE_FAMILY,0.28,"516 Thomas Avenue, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/a64fbd864a34d515c76c832564d06a3a-p_e.jpg,335000,3.0,-77.9184,34.246147,RECENTLY_SOLD,54299833,,-1,2.0,1352.0,USA,USD,sqft,True,,,,,,,
6786,1970-01-01,SINGLE_FAMILY,0.29,"216 Kenwood Avenue, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/b934a14da5efee03d80d96d4ced9fa72-p_e.jpg,338000,4.0,-77.91655,34.241905,RECENTLY_SOLD,54301299,,-1,2.0,1422.0,USA,USD,sqft,True,,,,,,,
6797,1970-01-01,SINGLE_FAMILY,0.09,"2105 Metts Avenue, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/e7fe887fd6f05ee4327cf3f0eeef5c4f-p_e.jpg,325000,3.0,-77.92092,34.23389,RECENTLY_SOLD,54309903,,-1,3.0,1221.0,USA,USD,sqft,True,,,,,,,
6808,1970-01-01,SINGLE_FAMILY,6111.0,"2422 Wrightsville Ave, Wilmington, NC 28403","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.226409912109375,-77.91455078125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=aNjwDkedTvBPNIc4DsvQd_F_X4o=",324000,,-77.91455,34.22641,RECENTLY_SOLD,84719738,,-1,1.5,1800.0,USA,USD,sqft,,,,,,,,
6811,1970-01-01,SINGLE_FAMILY,0.09,"2011 Wrightsville Avenue, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/15cb2d64061033a6e92e10bc0d3f50a6-p_e.jpg,340000,3.0,-77.922424,34.23309,RECENTLY_SOLD,54309947,,-1,2.0,1146.0,USA,USD,sqft,True,,,,,,,
6832,1970-01-01,SINGLE_FAMILY,0.22,"2209 Plaza Drive, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/8ae7d5508ce85fd6b0c013d0731d27a3-p_e.jpg,334900,3.0,-77.921745,34.244484,RECENTLY_SOLD,54300963,,-1,2.0,1612.0,USA,USD,sqft,True,,,,,,,
6837,1970-01-01,SINGLE_FAMILY,0.27,"218 N 23rd Street, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/572e72161088b4b3257bdc71fc882b5f-p_e.jpg,324900,3.0,-77.91888,34.2417,RECENTLY_SOLD,54301022,,-1,2.0,1763.0,USA,USD,sqft,True,,,,,,,
6838,1970-01-01,SINGLE_FAMILY,0.18,"201 Brookwood Avenue, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/00e1f790c266fc54c275afa45091c5cb-p_e.jpg,335000,3.0,-77.91706,34.235603,RECENTLY_SOLD,54302815,,-1,2.0,1935.0,USA,USD,sqft,True,,,,,,,
6849,1970-01-01,SINGLE_FAMILY,0.12,"1914 Ann Street, Wilmington, NC 28403",https://photos.zillowstatic.com/fp/a792f10bc62d47163baddbe514595420-p_e.jpg,334500,3.0,-77.92382,34.232918,RECENTLY_SOLD,54309987,,-1,2.0,1568.0,USA,USD,sqft,True,,,,,,,
6856,1970-01-01,SINGLE_FAMILY,0.36,"2214 Plaza Drive, Wilmington, NC 28405",https://photos.zillowstatic.com/fp/88f58fee53c1088fda3613adff859e99-p_e.jpg,339900,3.0,-77.92118,34.24384,RECENTLY_SOLD,54300944,,-1,2.0,1702.0,USA,USD,sqft,True,,,,,,,
6866,1970-01-01,SINGLE_FAMILY,0.06,"108 S 7th Street UNIT A, Wilmington, NC 28401",https://photos.zillowstatic.com/fp/8dfee6fe3d3a1166e77a4aac47c9ca2e-p_e.jpg,335000,3.0,-77.940704,34.23447,RECENTLY_SOLD,54308741,,-1,6.0,1974.0,USA,USD,sqft,True,,,,,,,
